CID,DATE,CAR NAME,OWNERSHIP,OFFER,PRICE,TYPE,YEAR,MODE,HP,DISCOUNT,MILEAGE,FUEL,STATUS,DUPLICATE,IGNORE
166,20-03-2016 17:50,Opel_Vivaro_1.9_CDTI_L2H1,private,offer,3000,bus,2005,manual,101,125000,9,diesel,No,20-03-2016 00:00,0
167,11-03-2016 22:46,Audi_A6_Avant_2.7_TDI_DPF_multitronic,private,offer,22100,Combi,2009,automatic,190,100000,11,diesel,No,11-03-2016 00:00,0
168,03-04-2016 01:57,Opel_Astra_1.6_UNFALLFREI_TOP_ZUSTAND,private,offer,1950,limousine,2000,manual,84,150000,10,petrol,No,03-04-2016 00:00,0
169,27-03-2016 22:57,Mercedes_Benz_E_220_CDI_Automatik_Classic,private,offer,4990,limousine,2003,automatic,150,150000,9,diesel,No,27-03-2016 00:00,0
170,05-03-2016 17:47,Audi_1.6_Ambiente,private,offer,5700,Small Car,2004,manual,116,150000,3,petrol,No,05-03-2016 00:00,0
171,13-03-2016 11:51,320d_touring,private,offer,2499,Combi,2000,manual,136,150000,7,diesel,NA,13-03-2016 00:00,0
172,30-03-2016 22:53,BMW_E60_525iA_Scheckheft_/_M_Paket_/19_Zoll_/_Individual_/_Folie,private,offer,16999,limousine,2004,automatic,192,150000,6,petrol,No,30-03-2016 00:00,0
173,28-03-2016 18:42,Audi_Q5_2.0TDI_quattro_Stronic__Xenon__Navi__Panorama,private,offer,26500,limousine,2010,automatic,170,90000,4,diesel,No,28-03-2016 00:00,0
174,06-04-2016 10:36,Mercedes_Benz_CLK_Cabrio_240_Elegance,private,offer,11500,cabrio,2003,automatic,170,150000,7,petrol,No,06-04-2016 00:00,0
175,28-03-2016 10:37,Opel_Astra_1.6_Turbo_Innovation_OPC__Line_Paket,private,offer,16999,limousine,2012,manual,179,50000,5,petrol,No,28-03-2016 00:00,0
176,19-03-2016 20:58,Volkswagen_Golf_Variant_1.9_TDI_Ocean,private,offer,3450,Combi,2005,manual,101,150000,6,diesel,No,19-03-2016 00:00,0
177,10-03-2016 09:52,Citroën_Xsara_Picasso_1.6_Exclusive_1.Hand_Euro_4,private,offer,2300,bus,2007,manual,109,150000,3,petrol,No,10-03-2016 00:00,0
178,23-03-2016 18:56,Peugeot_206_5_tuerig_nur_93.000km_2._Hand__12_fach_bereift,private,offer,2499,limousine,2001,manual,60,100000,3,petrol,No,23-03-2016 00:00,0
179,16-03-2016 13:50,Hyundai_i30_Coupé,private,offer,10400,coupe,2014,manual,99,20000,3,petrol,No,16-03-2016 00:00,0
180,19-03-2016 14:48,Opel_Astra_1.6,private,offer,12999,limousine,2014,manual,116,30000,9,petrol,No,19-03-2016 00:00,0
181,03-04-2016 14:49,honda_jazz_1.4__klima__aus_1.hand._141_tkm__euro_4,private,offer,1600,limousine,2003,manual,83,150000,10,petrol,NA,03-04-2016 00:00,0
182,20-03-2016 02:02,Vw_Polo_6kv_1.4_Liter_16_V_23_Monate_Tuef,private,offer,2384,Combi,2001,manual,75,150000,8,petrol,No,20-03-2016 00:00,0
183,16-03-2016 14:46,VW_FOX_1.2_Fresh__40Kw__Benzin__Bj._2008__69.500_km,private,offer,3500,Small Car,2008,manual,54,70000,7,petrol,NA,16-03-2016 00:00,0
184,30-03-2016 10:51,Jaguar_XJR,private,offer,14500,limousine,2000,automatic,363,150000,12,petrol,No,30-03-2016 00:00,0
185,22-03-2016 11:59,318_Ci_Cabrio_M_PACKET_LPG_GAS_LEDER_NAVi_HARTOP_Prins,private,offer,9990,cabrio,2005,NA,150,150000,5,lpg,NA,22-03-2016 00:00,0
186,05-03-2016 19:38,Golf_Kombi_*_Reserviert*,private,offer,1500,Combi,2001,manual,100,150000,5,diesel,No,05-03-2016 00:00,0
187,27-03-2016 17:58,MINI_Mini_Cooper,private,offer,4400,Small Car,2003,manual,116,150000,2,petrol,No,27-03-2016 00:00,0
188,30-03-2016 21:42,Honda_Jazz_1.4_LS,private,offer,1890,Small Car,2002,manual,83,150000,5,petrol,No,30-03-2016 00:00,0
189,22-03-2016 15:58,Volkswagen_Passat_Variant_2.0_Highline,private,offer,3900,Combi,2003,manual,116,150000,11,petrol,No,22-03-2016 00:00,0
190,28-03-2016 15:25,MINI_Mini_One,private,offer,3200,Small Car,2001,manual,90,150000,11,petrol,No,28-03-2016 00:00,0
191,23-03-2016 19:57,Dacia_Duster,private,offer,15500,suv,2013,manual,110,50000,12,diesel,No,23-03-2016 00:00,0
192,04-04-2016 21:44,BMW_530_d_e61_Xenon_Leder_NaviProf.__HeadUp_KeylessGO_Pano_!!,private,offer,9299,Combi,2006,automatic,231,150000,12,diesel,NA,04-04-2016 00:00,0
193,12-03-2016 16:52,Ford_C_MAX_2.0_Ghia_verfuegbar_ab_April_2016,private,offer,7200,bus,2008,manual,145,50000,5,petrol,No,12-03-2016 00:00,0
194,23-03-2016 16:52,Volkswagen_Golf_2.0_TDI_DPF_DSG_GT,private,offer,5499,limousine,2006,automatic,170,150000,10,diesel,No,23-03-2016 00:00,0
195,17-03-2016 21:45,Skoda_Fabia_1.2__Benzin___TOP_Zustand__gepflegt__vierfach_bereift,private,offer,4500,limousine,2008,manual,60,90000,3,petrol,No,17-03-2016 00:00,0
196,16-03-2016 21:54,Volkswagen_Golf_2.0_GTI_DSG_*TOP*_TÜV_01/2018*,private,offer,10490,limousine,2005,automatic,200,90000,2,petrol,No,16-03-2016 00:00,0
197,01-04-2016 15:57,Vw_Golf_5_GT_Sport_2.0_Tdi,private,offer,10900,limousine,2008,manual,170,150000,9,diesel,No,01-04-2016 00:00,0
198,25-03-2016 20:37,Audi_A3_Sportback,private,offer,7250,Combi,2005,automatic,150,150000,12,petrol,No,25-03-2016 00:00,0
199,26-03-2016 10:50,Volkswagen_Golf_2.0_TDI_Trendline,private,offer,3150,limousine,2006,manual,140,150000,2,diesel,No,26-03-2016 00:00,0
200,14-03-2016 22:38,Fiat_500_1.2_Pop,private,offer,7600,Small Car,2011,manual,69,40000,11,petrol,No,14-03-2016 00:00,0
201,30-03-2016 15:52,Alfa_Romeo_GT_3.2_V6_Distinctive,private,offer,7200,coupe,2005,manual,241,125000,9,petrol,No,30-03-2016 00:00,0
202,05-03-2016 14:43,move_up!__1.hand__nur_5800km_Klima_PDC_Wie_Neu,private,offer,7990,Small Car,2013,manual,60,10000,4,petrol,No,05-03-2016 00:00,0
203,01-04-2016 19:57,Peugeot_206_CC_110,private,offer,3600,cabrio,2004,manual,109,150000,3,petrol,No,01-04-2016 00:00,0
204,04-04-2016 19:54,Volkswagen_Polo_1.2_|_TÜV_|_inkl._Alufelgen_u._Sommerreifen,private,offer,2500,Small Car,2003,manual,54,125000,12,petrol,No,04-04-2016 00:00,0
205,26-03-2016 19:51,Ford_Fiesta,private,offer,5500,Small Car,2010,manual,82,150000,9,petrol,No,26-03-2016 00:00,0
206,17-03-2016 10:58,Berlingo_1_4_L_neu_Kupplung_!,private,offer,2550,bus,2004,manual,75,150000,5,petrol,NA,17-03-2016 00:00,0
207,14-03-2016 07:56,Mazda_Tribute_fuer_Export_oder_Bastler,private,offer,2800,suv,2003,manual,124,150000,0,petrol,No,14-03-2016 00:00,0
208,14-03-2016 15:56,BMW_530d_Touring_Sport_Aut.,private,offer,30500,Combi,2011,automatic,258,80000,10,diesel,No,14-03-2016 00:00,0
209,07-04-2016 03:06,Opel_Corsa_12V__TÜV_NEU_2018,private,offer,1300,Small Car,2000,manual,54,150000,4,petrol,No,07-04-2016 00:00,0
210,08-03-2016 18:42,Opel_Astra_1_6_Baujahr_2010,private,offer,7690,limousine,2010,manual,0,70000,0,petrol,NA,08-03-2016 00:00,0
211,08-03-2016 20:57,Audi_A8_4.2_quattro,private,offer,7750,limousine,2000,automatic,310,150000,6,petrol,No,08-03-2016 00:00,0
212,21-03-2016 20:36,Audi_A3_2.0_FSI_S_Line_Sportpaket_plus,private,offer,4290,limousine,2003,manual,150,150000,12,petrol,No,21-03-2016 00:00,0
213,27-03-2016 10:52,Ford_Focus_Cabrio,private,offer,6700,cabrio,2007,manual,100,150000,5,petrol,NA,27-03-2016 00:00,0
214,29-03-2016 00:57,Citroën_DS3,private,offer,8888,Small Car,2012,manual,120,70000,5,petrol,Yes,28-03-2016 00:00,0
215,17-03-2016 09:43,VW_Passat_3C_Variant_/_Kombi__2.0_TDI___DSG__TÜV_NEU__TOP_Zustand,private,offer,7900,Combi,2007,automatic,140,150000,3,diesel,No,10-02-2016 00:00,0
216,15-03-2016 09:50,Audi_A4_allroad_quattro_2.0_TDI_Pano_Dach_Navi_Xenon.,private,offer,14850,Combi,2011,manual,170,150000,8,diesel,No,15-03-2016 00:00,0
217,03-04-2016 14:54,Golf_5_GTI_ca._250PS__Ansaugsystem__Xenon__PDC__Gewindefahrwerk,private,offer,5950,limousine,2005,manual,250,150000,9,petrol,No,03-04-2016 00:00,0
218,28-03-2016 21:25,Audi_A4_Avant_1.8_T_quattro,private,offer,3000,Combi,2004,manual,163,150000,5,petrol,No,28-03-2016 00:00,0
219,18-03-2016 07:36,Volkswagen_Caddy_Life_TEAM_7_Sitzer_1.4l_Heckfluegeltueren,private,offer,8650,bus,2010,manual,80,90000,5,petrol,No,18-03-2016 00:00,0
220,03-04-2016 11:36,Renault_Kangoo_1.5dCi__Privilege_von_Privat_mit_vielen_Extras_!,private,offer,5999,Combi,2008,manual,103,150000,8,diesel,NA,03-04-2016 00:00,0
221,04-04-2016 16:58,MAZDA_323_SPORTY_1_6_LT_MIT_KLIMA........2_JAHRE_TÜV_MOTOR_TOP...,private,offer,1590,Small Car,2001,manual,98,150000,7,petrol,No,04-04-2016 00:00,0
222,21-03-2016 19:54,Audi_A4_Avant_2.5_TDI_quattro_S_Line_Bose_Navi_Leder,private,offer,4200,Combi,2004,manual,179,150000,1,diesel,No,21-03-2016 00:00,0
223,14-03-2016 20:57,Auto_zu_Verkaufen,private,offer,2600,Small Car,2005,manual,75,150000,4,petrol,No,14-03-2016 00:00,0
224,21-03-2016 23:55,"Opel_GT_Roadster_20""_Schmidt_Felgen_H&R_300_PS",private,offer,14500,cabrio,2008,manual,300,60000,9,petrol,No,21-03-2016 00:00,0
225,11-03-2016 19:56,Renault_Scenic_1.4_TCe_130_Dynamique,private,offer,8300,bus,2011,manual,130,60000,6,petrol,No,11-03-2016 00:00,0
226,24-03-2016 18:59,Volkswagen_Golf_Plus_1.2_TSI_Style,private,offer,11490,bus,2011,manual,86,30000,9,petrol,No,24-03-2016 00:00,0
227,19-03-2016 11:55,Opel_Corsa_C_Comfort_1.o_12V_58PS__112000_KM_Guter_Zustand_2002,private,offer,1680,Small Car,2002,manual,58,125000,4,petrol,No,19-03-2016 00:00,0
228,21-03-2016 19:48,BMW_116i_schwarz,private,offer,6500,limousine,2006,manual,116,125000,5,petrol,NA,21-03-2016 00:00,0
229,03-04-2016 13:39,BMW_318i_mit_Automatikgetriebe_tuv_ASU_neu,private,offer,2990,limousine,2001,automatic,118,150000,5,petrol,No,03-04-2016 00:00,0
230,20-03-2016 14:48,ML_350_CDI_Bluetec_Vollaustattung,private,offer,25800,suv,2012,automatic,258,150000,2,diesel,NA,20-03-2016 00:00,0
231,17-03-2016 10:58,Fiat_Grande_Punto_1.4_16V_Dynamic_Klima_TÜV_NEU,private,offer,3399,Small Car,2007,manual,95,125000,8,petrol,No,17-03-2016 00:00,0
232,02-04-2016 09:51,Audi_A5_S_line_2.0_TFSI_179_Ps,private,offer,15000,coupe,2009,manual,179,125000,6,petrol,No,02-04-2016 00:00,0
233,21-03-2016 23:57,Ford_Focus_Liousine___gebraucht_im_GUTEN_Zustand,private,offer,4500,limousine,2008,automatic,110,150000,10,diesel,No,21-03-2016 00:00,0
234,07-04-2016 07:36,Bmw_e46_320i_Cabrio_M_Paket,private,offer,9950,cabrio,2003,manual,170,125000,6,petrol,No,07-04-2016 00:00,0
235,24-03-2016 17:54,Opel_Meriva_1.7_CDTI_DPF,private,offer,6100,bus,2008,manual,101,100000,10,diesel,No,24-03-2016 00:00,0
236,20-03-2016 16:48,BMW_535d_xDrive_Touring_Sport_Aut.,private,offer,37800,Combi,2011,automatic,313,90000,11,diesel,No,20-03-2016 00:00,0
237,30-03-2016 23:56,MINI_Mini_Cooper,private,offer,5690,Small Car,2003,manual,116,150000,1,petrol,No,30-03-2016 00:00,0
238,08-03-2016 20:47,MINI_Cooper_Cabrio_Leder_PDC_1_Hand_Klimaanlage,private,offer,5500,cabrio,2006,manual,116,150000,11,petrol,Yes,08-03-2016 00:00,0
239,27-03-2016 15:53,Nissan_Primera_Traveller_2.0,private,offer,1450,Combi,2004,NA,0,150000,6,petrol,No,27-03-2016 00:00,0
240,06-03-2016 23:38,Suzuki_Jimny_Style_4x4_TÜV_neu_Scheckheft,private,offer,6900,suv,2006,manual,86,125000,0,petrol,NA,06-03-2016 00:00,0
241,21-03-2016 20:52,Opel_Zafira_B_1.9_CDTI,private,offer,5799,Other,2005,automatic,150,125000,9,diesel,NA,21-03-2016 00:00,0
242,23-03-2016 13:57,BMW_523i,private,offer,6900,limousine,2005,manual,177,150000,4,petrol,No,23-03-2016 00:00,0
243,19-03-2016 12:49,Citroen_C1_Scheckheft__Winterreifen__Klima__wenig_Km,private,offer,4700,Small Car,2012,manual,68,40000,1,petrol,No,19-03-2016 00:00,0
244,30-03-2016 15:37,Mercedes_Benz_GLK_220__4Mat_Alcantara/_Kamera_7G_TRONIC,private,offer,32499,suv,2014,automatic,170,30000,7,diesel,No,30-03-2016 00:00,0
245,30-03-2016 14:57,Volkswagen_Passat_CC,private,offer,13900,coupe,2010,manual,170,100000,10,diesel,No,30-03-2016 00:00,0
246,29-03-2016 21:55,Opel_Astra_1.6_Caravan_Edition_2000,private,offer,1250,Combi,2000,manual,75,150000,1,petrol,No,29-03-2016 00:00,0
247,22-03-2016 09:36,Mercedes_Benz_C_200_T_CDI_DPF_BlueEFFICIENCY,private,offer,10800,Combi,2010,manual,136,150000,6,diesel,No,22-03-2016 00:00,0
248,11-03-2016 16:57,320d_DPF_Touring,private,offer,3100,Combi,2007,NA,0,150000,11,diesel,No,11-03-2016 00:00,0
249,23-03-2016 12:38,Volkswagen_Sharan_1.9_TDI_Automatik_Highline,private,offer,5500,bus,2005,automatic,116,150000,12,diesel,No,23-03-2016 00:00,0
250,11-03-2016 10:54,Volkswagen_Golf_V1.9_TDI_Comfortline__Schecksh._Top_Zustand,private,offer,4100,limousine,2004,manual,105,150000,8,diesel,No,11-03-2016 00:00,0
251,24-03-2016 11:41,Audi_A4_Cabriolet_2.0_TDI_DPF,private,offer,10850,cabrio,2006,manual,140,150000,4,diesel,No,24-03-2016 00:00,0
252,16-03-2016 19:47,Peugeot_207_CC_120_VTi_Sport,private,offer,6999,cabrio,2008,manual,120,70000,7,petrol,No,16-03-2016 00:00,0
253,31-03-2016 21:56,Opel_Corsa_1.2_16V_Edition,private,offer,6350,Small Car,2008,manual,80,70000,3,petrol,No,31-03-2016 00:00,0
254,02-04-2016 15:45,Mercedes_Benz_C_270_T_CDI_Avantgarde,private,offer,5250,Combi,2004,automatic,170,150000,11,diesel,No,02-04-2016 00:00,0
255,31-03-2016 19:56,Peugeot_207,private,offer,4200,Small Car,2006,manual,73,100000,10,petrol,No,31-03-2016 00:00,0
256,28-03-2016 10:58,Peugeot_Boxer_HDi_330_L2H2,private,offer,8800,bus,2009,manual,120,100000,1,diesel,No,28-03-2016 00:00,0
257,10-03-2016 20:43,Daihatsu_Cuore__gepflegter_Kleinwagen_mit_HU_bis_Februar_2018.,private,offer,1450,Small Car,2003,manual,58,150000,10,petrol,No,10-03-2016 00:00,0
258,03-04-2016 18:47,Opel_Astra_Cabrio_2.2_16V,private,offer,5900,cabrio,2004,manual,147,125000,11,petrol,No,03-04-2016 00:00,0
259,21-03-2016 15:57,Ford_S_Max_2.0_TDCi_DPF_Titanium_7_SITZER,private,offer,8950,bus,2007,NA,140,150000,9,diesel,No,21-03-2016 00:00,0
260,29-03-2016 21:39,Ford_Fiesta_ST,private,offer,3190,Small Car,2005,manual,150,150000,0,petrol,No,29-03-2016 00:00,0
261,11-03-2016 22:52,Audi_A1_1.2_TFSI__Ambition___Audi_exclusiv,private,offer,10250,Small Car,2010,manual,86,60000,10,petrol,No,11-03-2016 00:00,0
262,02-04-2016 19:55,MINI_Cooper_S_Countryman,private,offer,19000,Small Car,2011,manual,184,70000,10,petrol,No,02-04-2016 00:00,0
263,22-03-2016 14:56,Volkswagen_Touran_1.6_FSI_Goal_Navi_SHZ_Klimaautomatik,private,offer,6300,bus,2006,manual,116,125000,3,petrol,No,22-03-2016 00:00,0
264,04-04-2016 19:59,Seat_Leon_1.9_TDI_Stylance_aus_2_Hand_Scheckheft,private,offer,3990,limousine,2005,manual,105,150000,12,diesel,No,04-04-2016 00:00,0
265,12-03-2016 19:50,Opel_Zafira_1.9_CDTI,private,offer,6800,bus,2009,manual,120,150000,5,diesel,No,12-03-2016 00:00,0
266,20-03-2016 12:59,VW_Golf_V_in_schwarz_BJ_2004,private,offer,2450,limousine,2004,manual,75,100000,7,petrol,NA,20-03-2016 00:00,0
267,24-03-2016 15:49,BMW_118d_DPF__eSD__SiH__Scheckh.__SpL__Klima__NSW,private,offer,13490,limousine,2009,manual,143,60000,8,diesel,No,24-03-2016 00:00,0
268,08-03-2016 14:55,Ford_Expedition,private,offer,4999,suv,2004,automatic,242,100000,3,petrol,No,08-03-2016 00:00,0
269,22-03-2016 19:36,Audi_A3_Cabriolet_1.8_TFSI_S_tronic_Ambition,private,offer,20600,cabrio,2011,automatic,160,60000,3,petrol,No,22-03-2016 00:00,0
270,31-03-2016 22:38,Volkswagen_Passat_Variant_1.9_TDI,private,offer,2450,Combi,2002,manual,131,150000,9,diesel,Yes,31-03-2016 00:00,0
271,26-03-2016 17:58,BMW_320ci_Cabrio_Tuev_neu_viele_neuteile._MPacket_V.w,private,offer,6000,cabrio,2001,manual,0,150000,3,NA,No,26-03-2016 00:00,0
272,24-03-2016 17:49,Verkaufe_meinen_Treuen_Wagen,private,offer,1200,limousine,2000,manual,95,150000,5,petrol,NA,24-03-2016 00:00,0
273,10-03-2016 21:38,Renault_Espace_2.0_Dynamique,private,offer,2990,bus,2005,manual,170,150000,10,petrol,No,10-03-2016 00:00,0
274,15-03-2016 11:41,Mercedes_Benz_Mercedes_Benz_Sprinter_II_Kombi_315CDI_Hoch_ANH.,private,offer,9290,bus,2006,automatic,150,150000,9,diesel,No,15-03-2016 00:00,0
275,22-03-2016 23:48,Seat_Ibiza_1.4_16V_Reference,private,offer,2890,Small Car,2007,manual,86,150000,2,petrol,No,22-03-2016 00:00,0
276,31-03-2016 17:54,Hallo_gutten_tag_fur_info_tel_015781245408,private,offer,12999,NA,2005,automatic,210,90000,9,petrol,No,31-03-2016 00:00,0
277,04-04-2016 13:54,Mercedes_E_200_Kompressor_Elegance_Tuev_Orig.Km_Top_Zustand,private,offer,2800,limousine,2001,manual,163,125000,6,petrol,No,04-04-2016 00:00,0
278,12-03-2016 14:50,Volkswagen_Caddy_2.0_TDI,private,offer,12450,Combi,2011,NA,0,125000,3,diesel,No,12-03-2016 00:00,0
279,05-04-2016 00:46,VW_Golf_4_1_9_tdi_Klimaanlage,private,offer,1800,Other,2002,manual,101,150000,4,diesel,Yes,04-04-2016 00:00,0
280,29-03-2016 23:55,Renault_Twingo_LPG_Gas_Anlage,private,offer,3950,Small Car,2010,manual,56,150000,10,lpg,No,24-03-2016 00:00,0
281,03-04-2016 18:55,Golf_Plus_2009_1_6Liter,private,offer,6950,Combi,2009,manual,102,125000,8,petrol,NA,03-04-2016 00:00,0
282,23-03-2016 03:36,Opel_Corsa_1.6_Turbo_OPC,private,offer,7250,Small Car,2008,manual,192,100000,1,petrol,No,23-03-2016 00:00,0
283,22-03-2016 23:47,Opel_Corsa_1.2_Twinport_Van_Easytronic,private,offer,4250,Small Car,2007,automatic,80,80000,3,petrol,NA,22-03-2016 00:00,0
284,09-03-2016 21:57,Smart_smart_&_pulse,private,offer,2190,Small Car,2003,automatic,61,100000,1,petrol,No,09-03-2016 00:00,0
285,16-03-2016 10:06,Mercedes_Benz_R_320_CDI_4Matic_7G_TRONIC_+_7_Sitz_+_Keyless_go,private,offer,13990,bus,2009,automatic,224,150000,6,diesel,No,16-03-2016 00:00,0
286,02-04-2016 21:54,Peugeot_307_CC_135,private,offer,3999,cabrio,2004,manual,136,150000,9,petrol,No,02-04-2016 00:00,0
287,15-03-2016 21:56,BMW_320i_touring_Teilleder/Harman_Kardon,private,offer,4000,Combi,2002,manual,170,150000,11,petrol,No,15-03-2016 00:00,0
288,18-03-2016 15:48,Smart_smart_fortwo_coupe_pure_micro_hybrid_drive,private,offer,3600,Small Car,2009,manual,61,70000,1,petrol,No,18-03-2016 00:00,0
289,24-03-2016 19:46,Mercedes_Benz_E_270_CDI,private,offer,6999,limousine,2004,automatic,177,150000,3,diesel,No,24-03-2016 00:00,0
290,02-04-2016 13:37,Smart_fortwo_coupe_voll_fahrbereit,private,offer,2300,coupe,2005,automatic,61,125000,6,petrol,No,02-04-2016 00:00,0
291,09-03-2016 15:38,Volkswagen_Golf_1.9_TDI_Highline,private,offer,3500,limousine,2002,manual,150,150000,7,diesel,No,09-03-2016 00:00,0
292,27-03-2016 20:36,Audi_A6_Allroad,private,offer,7500,Combi,2003,manual,165,150000,12,diesel,No,27-03-2016 00:00,0
293,01-04-2016 11:49,Audi_A6_3.2_FSI,private,offer,6499,limousine,2008,automatic,258,150000,1,petrol,No,01-04-2016 00:00,0
294,23-03-2016 16:58,Toyota_RAV4,private,offer,4500,suv,2002,manual,136,150000,7,petrol,No,23-03-2016 00:00,0
295,15-03-2016 14:36,Volkswagen_Passat_Variant_1.6_Comfortline,private,offer,1655,Combi,2001,manual,101,150000,3,petrol,No,15-03-2016 00:00,0
296,21-03-2016 21:38,Opel_Corsa_1.4_16V_Innovation_110_Jahre,private,offer,5700,Small Car,2009,manual,90,100000,4,petrol,No,21-03-2016 00:00,0
297,04-04-2016 09:56,Toyota_Toyota_Yaris_1.3_VVT___I_Blue_Line,private,offer,4000,Small Car,2006,manual,87,80000,5,petrol,No,04-04-2016 00:00,0
298,10-03-2016 22:55,BMW_530d_Touring_Blue_Performance_Aut.,private,offer,19500,Combi,2011,automatic,245,150000,4,diesel,No,10-03-2016 00:00,0
299,13-03-2016 01:31,Audi_A3_1.8_Ambiente_Automatik_Alcantara,private,offer,1600,limousine,2001,automatic,125,150000,3,petrol,No,12-03-2016 00:00,0
300,20-03-2016 18:57,Kia_Rio_1.5_CRDi_DPF_EX_Top_Gruene_Plakette,private,offer,2350,Small Car,2006,manual,110,150000,8,diesel,No,20-03-2016 00:00,0
301,09-03-2016 15:43,VW_Passat_2.0_TDI_Trendline,private,offer,4950,Combi,2008,manual,140,150000,7,diesel,No,09-03-2016 00:00,0
302,17-03-2016 20:37,Ford_Fiesta_1.25_Trend__Unfallfrei__Klima__Scheckheft_gepflegt_,private,offer,5600,Small Car,2009,manual,60,80000,3,petrol,No,17-03-2016 00:00,0
303,02-04-2016 23:52,Mercedes_Benz_C_180_Kompressor_Automatik_Elegance,private,offer,12800,limousine,2008,automatic,156,70000,4,petrol,No,02-04-2016 00:00,0
304,25-03-2016 11:45,MINI_Mini_Cooper,private,offer,24500,Small Car,2015,manual,136,20000,6,petrol,No,25-03-2016 00:00,0
305,11-03-2016 19:56,Volkswagen_Golf_1.4_Tour,private,offer,5950,limousine,2007,manual,80,100000,1,petrol,No,11-03-2016 00:00,0
306,26-03-2016 19:49,Seat_Ibiza_1.4_16V_SportEdition,private,offer,4750,Small Car,2007,manual,86,125000,12,petrol,No,26-03-2016 00:00,0
307,09-03-2016 18:57,Golf_VI__TSI_1.2__schwarz__105_PS__Navi,private,offer,12700,limousine,2011,manual,105,50000,2,petrol,NA,09-03-2016 00:00,0
308,22-03-2016 17:54,Verkaufe_Opel_Corsa_D,private,offer,5000,Small Car,2007,NA,90,80000,5,petrol,No,22-03-2016 00:00,0
309,08-03-2016 03:55,Bmw_320_diesle_163ps_6_gange_navigatie,private,offer,6290,Combi,2005,manual,163,150000,11,diesel,No,08-03-2016 00:00,0
310,31-03-2016 12:47,Volkswagen_Lupo_1.0,private,offer,1600,Small Car,2000,manual,50,125000,2,petrol,No,31-03-2016 00:00,0
311,29-03-2016 20:43,Smart_ForTwo,private,offer,3250,Small Car,2007,NA,0,125000,10,petrol,No,29-03-2016 00:00,0
312,09-03-2016 12:52,Renault_Twingo_1.2,private,offer,1950,Small Car,2002,manual,58,150000,3,petrol,No,09-03-2016 00:00,0
313,16-03-2016 18:56,Privatverkauf,private,offer,4500,bus,2006,manual,64,60000,12,petrol,NA,16-03-2016 00:00,0
314,22-03-2016 13:57,Skoda_Octavia_1.9_TDI_PD_Combi_Selection_4x4,private,offer,2500,Combi,2004,manual,101,150000,3,diesel,No,22-03-2016 00:00,0
315,19-03-2016 14:44,Mercedes_Benz_C_220_T_CDI_Avantgarde,private,offer,4000,Combi,2001,automatic,143,150000,8,diesel,No,19-03-2016 00:00,0
316,08-03-2016 02:57,Peugeot_207_CC_120_VTi,private,offer,6550,cabrio,2012,manual,120,30000,8,petrol,No,08-03-2016 00:00,0
317,03-04-2016 22:50,Mercedes_Benz_A_180_URBAN_/_EZ:2013/gepflegt/39200_KM,private,offer,16500,limousine,2013,manual,122,40000,8,petrol,Yes,03-04-2016 00:00,0
318,04-04-2016 14:43,VW_Bora_1_6_Comfortline,private,offer,2650,limousine,2001,manual,105,150000,5,petrol,NA,04-04-2016 00:00,0
319,29-03-2016 00:36,BMW_645ci_top_Zustand,private,offer,17999,coupe,2004,automatic,333,150000,0,petrol,NA,29-03-2016 00:00,0
320,05-03-2016 21:52,Opel_Omega_Caravan_2.5_DTI_Design_Edition,private,offer,1950,Combi,2002,automatic,150,150000,2,diesel,No,05-03-2016 00:00,0
321,17-03-2016 19:52,Opel_Insignia_2.0_Turbo_4x4_57759_km_TOP_gepflegt,private,offer,15500,limousine,2010,manual,220,60000,6,petrol,No,17-03-2016 00:00,0
322,30-03-2016 00:39,Mazda_6_Sport_Kombi_2.0_CD_DPF_Active,private,offer,4000,Combi,2007,manual,143,150000,2,diesel,Yes,29-03-2016 00:00,0
323,25-03-2016 01:56,Porsche_Cayman_S___UNIKAT___Vollausstattung,private,offer,26890,coupe,2006,manual,295,80000,6,petrol,No,24-03-2016 00:00,0
324,08-03-2016 14:36,Volvo_V_70_dunkelblau,private,offer,3499,Combi,2001,manual,163,150000,11,diesel,No,08-03-2016 00:00,0
325,25-03-2016 16:46,Opel_Astra_1_4_Selection_3_5Jahre_5_tuerig_87PS_+_4_Sommerreifen,private,offer,8300,limousine,2012,manual,87,60000,9,petrol,No,25-03-2016 00:00,0
326,15-03-2016 21:47,Seat_Leon_2.0_TDI_DPF_DSG_FR,private,offer,13990,limousine,2010,automatic,170,100000,2,diesel,No,15-03-2016 00:00,0
327,25-03-2016 11:51,Mercedes_Benz_E_320_T_CDI_Avantgarde,private,offer,3500,Combi,2003,automatic,204,150000,10,diesel,No,25-03-2016 00:00,0
328,08-03-2016 17:44,Volkswagen_Golf_2.0_GTI_DSG_Edition_30,private,offer,11999,limousine,2007,automatic,306,150000,5,petrol,No,08-03-2016 00:00,0
329,12-03-2016 00:58,Mercedes_A__Klasse_Klima,private,offer,2350,Small Car,2002,automatic,82,125000,2,petrol,No,11-03-2016 00:00,0
330,19-03-2016 19:57,Honda_CR_V_2.0i_ES_Automatik__Nichtraucher,private,offer,6000,suv,2002,automatic,150,125000,11,petrol,No,19-03-2016 00:00,0
331,09-03-2016 14:39,Volkswagen_Touran_1.9_TDI_Highline,private,offer,6450,bus,2006,manual,105,150000,11,diesel,No,09-03-2016 00:00,0
